Account Length,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
122,157.1,134,184.9,122,197.2,59,8.5,5,2.3,4,1
133,127.3,108,251.3,81,135.0,88,10.3,3,2.78,1,0
145,187.9,110,197.0,117,167.0,108,4.8,4,1.3,2,0
25,178.8,90,141.2,72,203.0,99,8.4,5,2.27,2,0
64,97.2,80,186.2,90,189.0,92,10.4,6,2.81,2,0
85,259.8,85,242.3,117,168.8,72,5.4,1,1.46,0,0
126,256.5,112,199.5,90,188.3,122,7.0,5,1.89,3,0
76,169.5,77,124.0,87,219.4,92,10.0,3,2.7,0,0
113,239.7,47,282.9,110,238.4,88,8.7,3,2.35,2,1
224,171.5,99,160.0,103,212.4,102,5.0,2,1.35,1,1
117,239.9,84,174.8,106,209.5,93,9.8,2,2.65,0,0
128,142.3,73,194.8,79,239.3,81,16.0,6,4.32,1,0
115,184.1,98,327.0,73,212.5,106,7.5,6,2.03,2,0
141,206.9,126,264.4,126,171.8,124,9.3,11,2.51,2,0
51,259.9,114,176.2,94,77.2,112,15.3,1,4.13,1,0
100,203.8,122,283.1,76,197.3,83,12.5,3,3.38,0,0
96,248.8,124,140.3,77,263.6,102,10.3,2,2.78,3,0
112,221.6,110,130.2,123,200.0,108,11.3,3,3.05,1,0
129,192.9,131,185.5,101,205.2,130,10.9,4,2.94,1,0
163,122.4,129,113.4,108,180.2,97,12.5,7,3.38,1,0
67,104.9,65,216.3,93,217.4,128,9.6,9,2.59,1,0
140,173.2,91,196.8,106,209.3,128,11.2,5,3.02,3,0
49,119.4,69,273.3,92,214.4,153,12.4,7,3.35,2,0
46,250.3,100,260.6,90,195.0,104,13.3,2,3.59,2,1
148,178.3,98,282.6,110,181.0,98,11.4,4,3.08,1,0
112,243.4,77,182.1,97,259.2,94,12.8,2,3.46,1,0
78,155.0,106,175.3,101,155.6,125,11.8,5,3.19,2,0
61,288.7,101,203.8,102,203.2,49,8.6,3,2.32,0,0
58,240.4,80,118.9,91,164.2,108,11.2,3,3.02,1,0
155,190.3,123,301.3,96,214.6,134,8.0,3,2.16,1,0
100,278.0,76,176.7,74,219.5,126,8.3,4,2.24,0,1
113,155.0,93,330.6,106,189.4,123,13.5,3,3.65,1,0
81,153.5,99,197.6,102,198.5,86,6.3,2,1.7,2,0
135,273.4,141,154.0,99,245.8,112,12.3,6,3.32,1,0
99,155.3,93,265.7,95,145.7,67,12.4,4,3.35,0,0
59,133.1,114,221.2,82,131.6,103,6.8,3,1.84,1,0
135,246.8,129,187.8,121,154.5,109,12.6,5,3.4,1,0
85,165.4,107,196.0,126,349.2,110,9.6,7,2.59,2,0
70,59.5,103,257.2,106,208.3,86,11.1,6,3.0,0,0
88,138.3,116,236.0,138,179.1,110,9.6,4,2.59,3,0
55,286.7,100,134.4,121,192.9,122,6.9,5,1.86,2,0
75,117.3,114,201.1,61,107.9,82,12.2,3,3.29,1,0
79,264.3,79,202.8,118,173.4,92,6.3,3,1.7,4,0
85,127.9,107,271.2,124,202.2,76,12.5,5,3.38,0,0
86,225.5,107,246.3,105,245.7,81,9.8,2,2.65,0,0
91,149.0,115,245.3,105,260.0,94,8.3,3,2.24,0,0
149,198.9,77,274.0,88,190.7,76,14.3,9,3.86,1,0
97,256.4,125,273.9,100,222.7,101,11.1,1,3.0,1,1
88,264.8,124,245.4,112,160.5,115,14.8,2,4.0,1,1
60,98.2,88,180.5,69,223.6,69,9.3,2,2.51,2,0
54,159.8,99,264.0,64,115.7,70,9.7,7,2.62,2,0
11,190.6,86,220.1,122,180.3,80,6.0,3,1.62,3,0
109,184.0,120,120.4,119,153.7,86,11.0,3,2.97,0,0
90,261.8,128,220.6,104,136.6,91,9.6,5,2.59,1,0
115,147.9,109,228.4,117,299.7,90,9.6,9,2.59,3,0
144,106.4,109,108.1,113,208.4,111,10.1,5,2.73,1,0
91,133.7,75,195.3,87,280.5,89,5.9,2,1.59,0,0
105,193.5,85,220.2,90,272.4,111,8.5,5,2.3,0,0
71,178.2,113,167.8,94,182.1,111,13.6,3,3.67,3,1
132,226.2,103,181.6,125,258.8,102,10.5,5,2.84,3,1
112,170.4,103,200.2,71,258.3,100,11.6,4,3.13,1,0
86,70.9,163,166.7,121,244.9,105,11.1,5,3.0,3,0
41,194.4,63,254.9,110,160.2,115,17.2,9,4.64,2,0
44,240.3,146,164.6,83,240.7,106,10.6,2,2.86,1,0
78,75.0,116,248.7,87,176.0,83,9.5,6,2.57,3,0
149,69.1,117,136.3,100,181.7,53,6.3,3,1.7,1,0
72,96.6,59,315.4,98,163.3,117,6.2,4,1.67,4,1
139,214.6,101,235.1,132,162.8,132,14.8,12,4.0,0,0
74,148.5,111,146.5,42,289.2,83,9.9,6,2.67,3,0
50,258.1,106,161.4,106,225.1,110,11.7,5,3.16,1,0
141,149.7,112,162.5,118,220.3,115,7.6,2,2.05,3,0
140,149.8,134,164.4,98,294.7,124,8.1,2,2.19,1,0
99,190.4,102,158.1,107,271.5,92,11.2,4,3.02,2,0
166,181.4,108,253.8,54,112.3,94,11.6,6,3.13,1,0
124,151.1,123,187.4,104,255.4,93,5.3,3,1.43,1,0
74,155.7,116,173.7,63,257.4,97,8.1,4,2.19,0,0
117,149.9,95,256.1,110,212.7,92,13.3,13,3.59,2,0
85,222.3,132,231.5,101,223.5,75,11.0,2,2.97,3,0
36,149.4,111,131.8,113,132.7,87,6.7,2,1.81,0,0
102,233.8,103,221.6,131,146.9,106,12.8,3,3.46,0,0
76,204.2,100,292.6,139,244.3,105,10.5,2,2.84,0,0
165,242.9,126,209.8,65,228.4,126,0.0,0,0.0,1,0
130,150.4,119,230.5,99,186.3,76,12.3,4,3.32,1,0
78,208.9,119,252.4,132,280.2,120,12.8,7,3.46,0,0
55,191.9,91,256.1,110,203.7,101,14.3,6,3.86,1,1
92,130.7,113,260.6,122,244.2,98,9.4,2,2.54,2,1
129,119.6,104,278.7,88,263.4,175,5.9,2,1.59,2,0
18,273.6,93,114.6,116,250.6,120,8.2,4,2.21,1,0
161,156.1,114,180.3,63,179.6,115,11.1,9,3.0,2,0
93,178.7,134,178.6,102,126.8,82,8.0,4,2.16,2,0
144,177.5,93,287.4,75,180.5,118,11.9,3,3.21,2,0
75,211.3,61,105.6,119,175.9,63,9.7,4,2.62,4,1
95,175.2,91,244.4,109,75.8,95,7.5,2,2.03,1,0
126,114.3,102,190.3,103,240.4,111,12.6,7,3.4,3,0
124,251.4,104,225.1,89,251.9,121,7.5,5,2.03,1,0
93,216.9,61,207.4,120,221.7,110,17.5,5,4.73,1,1
109,217.2,138,145.5,111,280.7,76,9.3,3,2.51,0,0
80,206.3,97,154.9,98,263.6,82,12.4,12,3.35,0,0
41,159.3,66,125.9,75,261.9,76,11.1,5,3.0,1,0
136,143.1,88,236.6,65,227.8,120,11.4,5,3.08,2,0
92,154.0,122,329.8,88,288.0,117,5.6,2,1.51,3,1
143,186.6,69,222.0,116,234.9,138,11.6,5,3.13,1,0
118,170.8,114,199.5,125,169.7,98,9.6,5,2.59,5,1
193,124.0,102,202.9,81,205.1,129,12.3,3,3.32,1,0
73,198.3,94,279.3,101,146.2,87,14.8,8,4.0,3,0
62,172.8,101,204.8,97,240.8,90,9.1,8,2.46,2,0
30,217.4,74,213.8,86,227.2,104,6.6,3,1.78,0,0
60,265.9,113,215.8,94,108.1,82,14.0,12,3.78,0,1
148,93.6,137,193.8,72,144.9,84,17.5,5,4.73,1,0
96,98.2,100,307.2,88,182.5,120,7.6,1,2.05,2,0
52,214.7,68,158.6,138,123.4,114,9.4,4,2.54,2,0
87,168.2,92,224.7,100,169.5,99,12.9,3,3.48,1,0
41,202.9,97,153.8,104,113.5,92,9.0,3,2.43,3,0
112,261.4,108,154.5,102,130.9,90,11.6,2,3.13,1,0
88,73.3,86,161.4,82,239.6,76,8.2,3,2.21,4,1
122,253.7,84,229.2,109,190.5,123,9.2,5,2.48,7,0
61,45.0,108,151.3,74,152.9,94,9.8,6,2.65,2,0
87,231.3,105,171.7,108,67.7,136,13.0,6,3.51,1,0
176,47.4,125,167.8,90,163.1,107,10.5,8,2.84,2,0
30,227.4,88,182.5,100,191.7,134,12.5,3,3.38,0,0
95,40.9,126,133.4,90,264.2,91,11.9,7,3.21,0,0
46,124.8,133,157.3,143,199.3,72,8.6,4,2.32,2,0
100,68.5,110,337.1,115,205.2,99,12.1,9,3.27,0,0
47,163.5,77,203.1,102,232.0,87,7.8,4,2.11,2,0
77,163.0,112,219.1,89,233.4,66,6.7,3,1.81,2,0
98,213.7,61,253.0,104,207.7,73,10.7,5,2.89,2,0
125,201.3,117,42.2,78,125.7,104,5.4,3,1.46,1,0
67,310.4,97,66.5,123,246.5,99,9.2,10,2.48,4,0
194,48.4,101,281.1,138,218.5,87,18.2,1,4.91,1,0
128,171.2,88,145.7,109,196.8,93,14.0,6,3.78,1,0
190,166.5,93,183.0,92,121.0,102,8.5,3,2.3,0,0
165,216.6,126,190.8,104,224.7,123,12.4,8,3.35,0,0
59,107.8,113,216.6,125,217.5,92,9.9,3,2.67,2,0
47,141.3,94,168.0,108,113.5,84,7.8,2,2.11,1,0
150,209.9,77,158.0,52,141.9,113,6.6,1,1.78,0,0
152,237.5,120,253.4,94,265.2,80,14.2,3,3.83,9,1
26,234.5,109,216.5,129,191.6,94,3.5,6,0.95,3,0
79,103.1,90,243.0,135,76.4,92,12.2,8,3.29,3,0
95,129.5,106,248.9,90,268.0,115,11.9,3,3.21,1,0
69,279.8,90,248.7,91,171.0,118,8.4,10,2.27,2,1
95,136.8,91,200.8,61,133.7,67,10.3,9,2.78,5,1
31,100.1,54,246.3,97,255.0,131,5.9,3,1.59,0,0
121,237.1,63,205.6,117,196.7,85,10.1,5,2.73,4,0
111,172.8,58,183.1,108,158.8,104,7.9,3,2.13,4,1
157,224.5,111,200.7,99,116.6,118,11.5,2,3.11,2,0
44,288.1,112,258.0,92,192.4,90,10.2,4,2.75,3,1
61,78.2,103,195.9,149,108.0,100,10.1,6,2.73,2,0
65,148.7,80,259.0,94,149.5,107,12.7,6,3.43,2,0
74,194.6,84,119.9,103,175.5,75,13.1,2,3.54,2,0
123,159.5,77,303.8,92,226.9,120,12.0,4,3.24,0,0
58,194.5,110,213.7,89,236.6,92,9.5,2,2.57,1,0
74,174.1,96,251.1,94,257.6,123,8.3,5,2.24,2,1
125,131.8,97,136.7,100,308.2,119,7.7,6,2.08,2,0
80,160.6,103,237.0,109,245.1,88,10.7,1,2.89,1,0
53,146.8,107,310.0,84,178.7,130,7.2,7,1.94,0,0
99,200.7,88,264.2,116,172.7,102,9.1,5,2.46,1,0
99,145.6,106,98.3,106,230.8,83,10.9,5,2.94,1,0
66,229.4,104,257.4,84,231.5,119,8.0,1,2.16,2,0
97,211.0,76,189.0,100,123.0,102,4.7,4,1.27,3,0
75,121.5,97,271.4,110,248.7,97,11.3,5,3.05,2,0
85,216.0,73,188.2,117,147.1,98,3.6,7,0.97,2,0
108,293.0,88,160.6,101,143.9,87,10.0,6,2.7,2,0
133,221.1,137,264.9,99,168.9,108,15.4,4,4.16,2,1
51,181.5,108,196.9,87,187.2,119,10.3,2,2.78,1,0
186,74.3,107,177.3,116,296.3,90,14.5,3,3.92,2,0
44,62.3,92,275.0,82,138.7,108,10.8,3,2.92,1,0
64,228.6,88,248.5,109,167.1,124,9.0,1,2.43,3,0
44,228.1,121,276.5,79,279.8,77,9.9,5,2.67,2,1
114,309.9,90,200.3,89,183.5,105,14.2,2,3.83,1,0
92,201.9,74,226.8,119,217.5,80,13.7,6,3.7,3,0
110,149.8,112,180.0,93,140.0,119,11.7,4,3.16,2,0
90,183.8,76,229.7,95,144.1,124,7.7,3,2.08,1,0
72,186.7,108,335.0,86,187.2,119,16.5,4,4.46,1,0
113,209.4,151,347.3,113,246.0,116,7.4,2,2.0,1,1
171,223.2,77,183.2,118,150.8,90,10.2,3,2.75,3,0
104,164.2,109,155.4,90,168.9,117,10.7,8,2.89,1,0
165,150.5,75,193.1,93,311.6,93,10.3,2,2.78,1,0
104,234.2,128,293.1,92,183.9,79,9.8,6,2.65,0,1
110,55.3,102,164.7,124,200.7,108,10.2,5,2.75,1,0
90,221.8,97,203.8,134,215.8,154,8.4,4,2.27,1,0
114,169.6,85,58.9,86,179.3,124,7.4,8,2.0,1,0
101,89.7,118,260.1,79,170.1,93,13.5,11,3.65,5,1
117,80.2,81,219.0,103,122.6,102,8.6,2,2.32,1,0
109,218.9,105,299.9,87,158.6,110,11.3,4,3.05,2,0
82,125.7,96,207.6,137,183.1,103,12.9,2,3.48,1,0
92,176.3,85,93.4,125,207.2,107,9.6,1,2.59,2,0
82,207.2,111,254.1,137,169.3,92,9.5,5,2.57,2,0
90,205.7,138,161.9,83,269.7,104,12.5,6,3.38,2,0
87,151.4,95,152.4,97,250.1,109,0.0,0,0.0,1,0
124,157.5,70,130.7,79,193.4,98,9.6,4,2.59,3,0
39,160.4,68,102.6,103,235.3,106,9.1,5,2.46,2,0
84,159.0,80,167.9,128,167.6,101,12.3,5,3.32,1,0
75,214.1,62,200.9,111,246.8,126,9.2,6,2.48,0,0
102,102.6,89,246.0,77,170.5,140,9.1,4,2.46,2,0
62,159.7,86,197.5,76,121.6,105,13.9,6,3.75,0,1
143,202.8,109,165.8,104,143.9,71,4.6,4,1.24,1,0
53,57.5,95,265.5,131,244.3,128,11.6,6,3.13,3,0
30,169.9,144,225.2,118,169.7,93,11.4,7,3.08,1,0
112,335.5,77,212.5,109,265.0,132,12.7,8,3.43,2,1
129,139.5,119,289.3,105,129.4,97,13.1,8,3.54,0,0
63,142.3,107,118.7,56,240.1,91,6.6,8,1.78,1,0
28,187.8,94,248.6,86,208.8,124,10.6,5,2.86,0,0
111,146.2,55,261.5,83,163.2,116,8.7,3,2.35,3,0
91,231.8,120,150.6,106,269.2,129,11.6,7,3.13,3,0
90,193.7,83,154.2,79,299.0,60,12.7,3,3.43,1,0
151,156.4,108,233.4,118,195.7,141,7.7,6,2.08,4,0
105,220.7,82,217.7,110,190.5,100,13.2,6,3.56,1,1
41,239.8,110,221.9,115,189.1,100,7.3,1,1.97,2,0
48,172.0,111,200.2,64,233.1,96,8.0,5,2.16,1,0
166,128.2,138,274.5,113,298.9,130,8.8,7,2.38,2,0
79,130.2,119,290.9,121,194.8,140,14.0,6,3.78,3,0
153,195.4,107,154.6,96,142.8,97,11.6,6,3.13,1,0
110,293.3,79,188.5,90,266.9,91,14.5,4,3.92,0,1
163,191.3,89,193.9,87,268.4,121,12.8,4,3.46,1,0
126,122.4,88,143.8,111,157.0,106,11.5,3,3.11,1,0
105,209.6,68,146.9,140,121.0,131,10.6,3,2.86,2,0
172,215.7,140,146.3,84,264.6,83,7.1,1,1.92,3,0
126,161.4,110,220.6,125,249.2,78,5.1,2,1.38,0,0
97,144.2,91,226.7,137,144.6,72,13.8,4,3.73,3,0
95,220.2,109,185.3,99,205.1,82,4.1,2,1.11,0,1
87,256.2,105,160.7,102,249.4,80,7.4,2,2.0,4,0
97,112.7,119,217.7,109,152.1,76,6.5,5,1.76,1,0
76,299.5,125,226.7,92,210.7,134,13.7,4,3.7,0,1
140,194.8,107,170.9,99,225.1,93,13.9,4,3.75,0,0
169,100.8,112,230.0,69,193.6,95,9.5,2,2.57,0,0
68,82.5,97,289.9,94,180.0,114,4.8,4,1.3,3,0
122,146.4,104,89.7,103,220.0,91,15.6,4,4.21,2,0
36,177.9,129,224.6,87,306.3,102,10.8,6,2.92,2,0
120,153.5,84,194.0,73,256.5,94,10.2,7,2.75,5,0
121,150.7,105,197.3,133,169.0,116,9.2,15,2.48,1,0
64,180.1,106,127.5,92,237.4,118,7.5,3,2.03,0,0
13,265.3,94,147.6,95,259.3,117,12.9,1,3.48,1,0
106,128.6,83,134.0,114,210.6,113,11.4,2,3.08,0,0
88,161.5,92,173.5,108,206.2,95,7.9,4,2.13,2,0
74,165.3,120,198.5,106,208.5,102,9.8,3,2.65,1,0
83,195.0,92,210.5,83,180.6,92,11.0,13,2.97,0,0
49,213.8,79,265.1,93,239.8,128,15.6,7,4.21,0,0
111,205.5,114,219.3,99,215.9,95,14.0,4,3.78,1,0
50,252.9,112,177.9,99,158.4,146,8.5,4,2.3,3,0
153,235.6,74,227.9,37,170.3,103,15.4,9,4.16,0,0
88,192.0,91,127.6,127,155.6,125,7.5,5,2.03,1,0
131,69.1,122,101.3,136,104.8,94,9.1,4,2.46,0,0
79,261.7,97,210.6,48,256.7,83,6.0,3,1.62,3,1
140,235.5,81,257.2,130,103.1,111,11.5,4,3.11,2,0
105,213.4,100,204.9,52,179.7,93,9.5,6,2.57,1,0
54,206.9,143,127.8,72,199.2,120,9.2,1,2.48,3,0
87,263.8,65,103.4,115,208.1,109,8.5,3,2.3,3,0
96,183.4,126,195.5,106,180.1,93,10.5,5,2.84,1,0
79,157.6,85,194.1,92,231.5,86,9.4,10,2.54,5,1
55,175.6,147,161.8,118,289.5,55,9.3,4,2.51,0,0
130,242.5,101,102.8,114,142.4,89,9.3,2,2.51,2,0
34,151.0,102,131.4,101,186.6,86,9.9,7,2.67,0,0
139,138.1,103,164.5,100,134.9,63,8.3,2,2.24,1,0
109,264.7,69,305.0,120,197.4,86,9.5,9,2.57,1,1
65,282.3,70,152.0,89,225.5,93,12.0,4,3.24,1,0
63,211.2,80,237.7,93,259.2,58,12.3,2,3.32,0,0
152,197.1,126,130.1,76,78.1,100,7.4,4,2.0,3,0
147,205.3,95,166.7,128,240.6,84,7.8,4,2.11,1,0
112,181.8,110,228.1,123,262.7,141,9.2,4,2.48,2,0
120,252.0,120,150.2,106,151.8,96,9.6,1,2.59,2,0
27,193.8,102,118.9,104,135.9,124,9.2,3,2.48,0,0
171,231.2,135,188.7,74,206.9,124,12.3,1,3.32,1,0
101,200.1,108,188.9,122,205.1,90,15.5,4,4.19,0,0
32,266.7,109,232.3,107,212.8,98,16.3,4,4.4,1,0
3,118.1,117,221.5,125,103.9,89,11.9,6,3.21,2,0
151,175.3,106,144.3,87,160.2,88,11.8,5,3.19,0,0
60,125.1,99,248.8,62,211.3,79,11.2,3,3.02,3,0
119,176.8,90,224.7,81,204.6,77,7.5,15,2.03,1,0
43,241.9,101,129.4,121,264.8,104,5.9,3,1.59,1,0
42,241.2,134,116.5,114,152.2,91,10.6,4,2.86,0,0
84,217.1,99,236.0,68,118.3,120,9.4,4,2.54,1,0
65,195.4,110,181.2,109,178.5,105,8.9,4,2.4,0,0
75,222.4,78,327.0,111,208.0,104,8.7,9,2.35,1,1
116,189.5,90,189.8,118,205.8,83,13.1,2,3.54,1,0
107,123.1,100,158.4,82,256.1,82,9.3,5,2.51,0,0
189,256.7,98,150.5,120,123.0,87,11.4,3,3.08,3,0
123,159.1,94,241.6,119,202.4,120,6.5,1,1.76,1,0
110,100.1,90,233.3,93,204.4,57,11.1,8,3.0,3,0
63,30.9,113,187.0,113,230.8,101,8.6,7,2.32,1,0
176,223.2,76,214.4,131,154.4,80,10.1,2,2.73,3,0
108,187.4,101,199.9,126,216.1,107,12.6,8,3.4,1,0
13,315.6,105,208.9,71,260.1,123,12.1,3,3.27,3,0
71,277.5,104,131.8,121,126.9,101,8.2,2,2.21,1,0
88,189.8,111,197.3,101,234.5,111,14.9,3,4.02,2,0
137,147.2,119,192.8,91,172.7,105,10.2,4,2.75,1,0
82,185.8,36,276.5,134,192.1,104,5.7,7,1.54,4,0
92,155.4,110,188.5,104,254.9,118,8.0,4,2.16,3,0
165,154.2,91,268.6,108,188.8,99,10.9,4,2.94,6,0
96,97.6,98,105.5,118,220.2,105,11.6,9,3.13,1,0
156,178.8,94,178.4,97,169.2,77,7.5,3,2.03,1,0
63,149.3,104,273.6,75,206.6,72,9.1,4,2.46,0,0
37,206.0,89,186.0,88,307.1,86,8.4,11,2.27,0,0
98,216.8,86,190.8,114,187.5,79,11.0,9,2.97,0,0
121,103.3,110,129.1,82,167.1,113,10.7,3,2.89,0,0
94,139.4,95,159.1,92,128.2,129,7.7,3,2.08,0,0
99,191.2,110,163.9,102,243.6,114,14.1,3,3.81,1,0
163,160.0,104,189.4,64,229.9,118,10.4,7,2.81,1,0
161,221.7,95,193.0,82,194.1,113,6.5,4,1.76,3,0
99,62.9,81,231.0,64,168.9,121,8.5,5,2.3,1,0
108,215.6,78,195.3,119,194.4,65,3.6,5,0.97,1,0
84,165.3,97,223.5,118,260.8,72,7.6,7,2.05,3,0
83,94.7,111,154.4,98,200.4,109,10.6,6,2.86,2,0
139,203.2,81,152.5,99,197.8,76,9.7,3,2.62,2,0
69,195.3,70,216.7,108,259.9,119,12.5,4,3.38,3,0
129,143.7,114,297.8,98,212.6,86,11.4,8,3.08,4,0
106,114.4,104,78.3,101,232.7,78,0.0,0,0.0,2,0
158,222.8,101,203.0,128,210.6,106,6.9,2,1.86,2,0
168,175.9,70,211.7,105,174.5,81,7.3,5,1.97,2,0
115,249.9,95,242.5,104,151.7,121,15.3,6,4.13,1,1
57,234.5,130,195.2,116,268.8,94,11.4,4,3.08,2,0
67,210.7,116,219.2,86,179.7,83,7.2,6,1.94,1,0
127,182.3,124,169.9,110,184.0,116,9.3,3,2.51,1,0
78,190.3,88,194.5,89,256.5,109,11.7,5,3.16,2,0
100,177.1,88,163.7,108,242.7,72,7.4,2,2.0,0,0
103,87.2,92,169.3,110,166.7,80,10.9,5,2.94,6,1
113,215.6,96,193.4,127,105.4,115,13.5,3,3.65,1,0
78,137.4,109,237.6,49,206.7,136,14.0,11,3.78,3,0
129,192.8,103,177.0,83,216.5,118,16.4,5,4.43,1,0
57,149.3,100,200.2,110,231.7,101,11.9,3,3.21,2,0
82,143.7,116,170.7,99,287.7,95,7.8,5,2.11,1,0
64,224.8,111,190.0,101,221.4,110,9.2,2,2.48,1,0
86,261.2,122,214.2,101,154.9,101,12.7,5,3.43,2,0
151,196.5,98,175.8,111,221.8,124,13.4,5,3.62,0,0
94,271.2,105,202.6,105,221.6,51,11.5,3,3.11,3,1
90,207.2,121,292.5,104,226.3,103,8.0,1,2.16,2,0
48,300.4,94,133.2,103,197.4,94,7.2,5,1.94,2,0
85,229.6,123,132.3,90,211.9,76,9.5,8,2.57,2,0
93,187.5,110,169.8,94,175.3,127,12.1,4,3.27,1,0
169,57.1,98,199.7,78,274.7,103,6.5,6,1.76,3,0
68,162.1,86,155.0,86,189.7,87,11.0,9,2.97,5,1
91,145.0,89,175.8,102,223.7,151,16.7,3,4.51,2,1
68,159.5,123,240.8,93,210.3,76,11.4,3,3.08,1,0
101,190.7,72,208.6,103,203.8,111,8.8,8,2.38,1,0
67,230.6,40,189.1,58,162.2,115,9.4,2,2.54,1,0
66,34.0,133,278.6,61,129.6,120,11.5,3,3.11,0,0
116,193.4,112,240.6,131,248.1,98,11.4,3,3.08,5,0
158,202.0,126,163.5,86,195.4,84,10.4,6,2.81,1,0
78,191.7,122,241.4,88,203.5,86,9.1,5,2.46,1,0
119,161.3,97,250.3,110,142.4,92,6.6,8,1.78,1,0
120,150.6,85,119.0,128,232.9,123,6.4,2,1.73,1,0
155,184.6,102,196.0,117,226.5,122,7.8,1,2.11,1,0
106,220.7,120,270.2,95,121.6,113,8.7,5,2.35,1,0
87,167.3,119,198.5,119,133.1,88,11.0,6,2.97,1,0
146,154.0,80,185.5,91,148.2,107,8.2,4,2.21,3,0
101,121.1,116,186.4,100,241.7,75,10.1,6,2.73,0,0
22,182.1,94,164.6,59,128.8,102,12.7,4,3.43,3,0
90,109.6,88,137.6,108,159.7,121,11.0,5,2.97,2,0
41,209.9,105,121.9,105,253.7,104,9.6,4,2.59,1,0
69,167.5,76,242.1,92,101.2,103,11.4,4,3.08,2,0
33,213.9,88,239.8,119,148.7,71,9.8,14,2.65,2,0
112,115.8,108,243.3,111,184.6,78,13.1,5,3.54,1,0
108,276.6,99,220.1,113,177.9,95,9.8,6,2.65,2,0
136,179.4,88,181.1,97,320.7,120,9.5,4,2.57,2,0
128,187.3,84,270.8,95,206.4,68,10.1,5,2.73,1,0
27,201.2,128,227.2,100,145.8,91,8.4,3,2.27,2,0
161,189.6,78,267.4,117,184.5,137,1.3,6,0.35,1,0
33,186.8,124,261.0,69,317.8,103,15.0,5,4.05,0,0
120,153.5,83,219.1,96,237.4,76,11.4,4,3.08,0,0
113,187.6,97,208.2,118,158.9,101,8.7,6,2.35,2,0
122,230.9,132,243.2,99,182.4,57,11.0,2,2.97,0,1
148,244.9,150,118.0,138,236.0,91,15.2,4,4.1,2,0
74,230.9,93,223.0,78,157.8,101,9.7,2,2.62,3,0
106,187.1,104,250.2,117,144.9,81,11.0,3,2.97,1,0
179,170.7,54,191.1,108,214.6,107,13.3,4,3.59,1,0
149,126.9,97,166.9,102,145.2,77,8.8,3,2.38,5,1
77,189.5,112,207.0,95,214.1,91,9.2,7,2.48,0,0
127,176.9,110,167.9,100,182.2,138,7.7,2,2.08,1,1
80,161.1,99,198.8,81,228.4,116,10.6,4,2.86,1,0
106,169.4,107,197.2,71,202.2,79,10.7,4,2.89,1,0
61,254.4,133,161.7,96,251.4,91,10.5,4,2.84,0,0
135,127.7,54,215.0,105,234.3,84,5.8,4,1.57,2,0
115,170.5,107,217.2,77,225.7,71,13.6,5,3.67,6,0
167,219.1,100,242.9,90,168.9,101,10.1,4,2.73,2,0
107,273.5,104,183.8,68,153.8,67,11.0,9,2.97,2,0
112,161.9,138,200.9,114,134.0,134,10.7,4,2.89,1,0
35,241.7,87,142.0,101,288.9,68,9.4,4,2.54,1,0
103,62.8,124,170.4,66,280.2,78,9.4,4,2.54,3,0
107,281.1,83,143.7,130,239.4,128,11.2,9,3.02,1,0
69,228.2,70,263.7,80,142.6,60,10.7,5,2.89,3,0
85,209.8,82,194.5,94,200.4,85,11.3,3,3.05,0,0
24,265.6,86,208.8,102,182.5,105,11.1,6,3.0,2,1
90,214.9,97,117.8,117,133.7,78,11.8,2,3.19,2,0
137,110.5,79,223.2,111,169.5,64,10.5,3,2.84,3,0
92,281.1,88,198.0,103,94.3,76,7.5,3,2.03,0,0
38,137.8,86,286.3,76,167.0,77,14.1,3,3.81,2,0
69,271.5,98,253.4,102,165.4,85,8.2,2,2.21,1,1
45,112.8,108,218.8,120,240.2,106,9.0,3,2.43,2,0
73,187.3,118,239.7,90,167.5,108,15.1,2,4.08,1,0
92,197.0,84,269.3,105,158.9,105,10.8,4,2.92,1,0
113,180.4,89,129.4,124,166.9,124,8.4,2,2.27,1,0
68,148.5,126,219.4,125,198.5,121,14.5,7,3.92,1,1
135,197.1,113,259.4,95,134.7,135,14.6,5,3.94,2,0
100,153.7,115,137.8,146,213.5,104,15.9,5,4.29,1,0
96,261.3,96,220.9,101,179.4,97,11.3,2,3.05,1,0
108,246.2,102,202.4,134,180.1,95,9.4,5,2.54,1,0
84,191.0,88,318.8,119,247.3,79,6.5,4,1.76,0,0
134,208.3,86,253.6,89,291.0,86,12.6,3,3.4,1,0
72,253.0,73,219.3,78,210.8,89,9.8,4,2.65,0,0
83,202.3,87,201.5,111,101.7,82,6.8,4,1.84,0,0
137,174.4,120,156.3,98,136.5,121,10.2,5,2.75,0,0
56,127.1,89,172.1,116,194.6,111,12.1,3,3.27,1,0
61,143.5,76,242.6,58,147.7,95,11.3,3,3.05,0,0
171,186.9,94,240.0,138,200.9,64,5.8,3,1.57,1,0
123,194.0,118,242.0,114,146.3,108,12.1,4,3.27,1,0
58,234.8,89,106.8,131,178.5,122,9.9,6,2.67,0,0
156,123.7,96,103.0,80,189.4,82,13.1,4,3.54,1,0
166,173.9,103,276.4,83,190.8,113,15.3,5,4.13,0,0
75,130.9,115,203.4,110,171.7,68,12.4,4,3.35,1,0
75,314.6,102,169.8,86,285.1,100,5.7,3,1.54,2,1
